6.34,1899.1,0.21,0.46,7.71,3.14,20.15,
6.46,1899.11,0.21,0.47,7.8,3.14,20.2,
5.32,1898.11,0.2,0.35,6.66,3.14,20.53,
7.93,1901.07,0.31,0.49,7.61,3.14,23.14,
9.78,1933.11,0.45,0.44,13.2,3.15,12.01,
6.02,1899.12,0.21,0.48,7.9,3.15,18.51,
6.1,1900.01,0.22,0.48,7.9,3.15,18.67,
6.21,1900.02,0.23,0.48,7.99,3.15,18.7,
8,1901.09,0.32,0.5,7.8,3.15,22.59,
8.04,1901.08,0.31,0.49,7.71,3.15,23.08,
5.15,1898.1,0.2,0.34,6.66,3.16,19.95,
7.91,1901.1,0.32,0.5,7.8,3.16,22.25,
9.55,1933.1,0.45,0.44,13.2,3.17,11.7,
7.95,1901.12,0.32,0.5,7.99,3.17,21.68,
8.08,1901.11,0.32,0.5,7.9,3.17,22.38,
10.58,1933.09,0.46,0.43,13.2,3.18,12.92,
48.05,1956.04,1.75,3.66,26.9,3.18,19.37,
5.26,1898.09,0.2,0.34,6.66,3.18,20.44,
8.12,1902.01,0.32,0.51,7.9,3.18,22.34,
8.19,1902.02,0.32,0.52,7.9,3.19,22.46,
10.67,1933.08,0.46,0.43,13.2,3.2,13,
45.98,1958.07,1.73,2.91,29,3.2,14.96,
5.27,1898.08,0.19,0.34,6.66,3.2,20.54,
8.2,1902.03,0.32,0.53,7.9,3.2,22.41,
40.33,1957.12,1.79,3.37,28.4,3.21,13.67,
8.48,1902.04,0.32,0.54,7.99,3.21,22.82,
11.23,1933.07,0.47,0.43,13.1,3.22,13.75,
8.46,1902.05,0.32,0.55,8.09,3.22,22.43,
10.39,1933.06,0.47,0.43,12.7,3.23,13.1,
5.08,1898.07,0.19,0.33,6.66,3.23,19.86,
8.41,1902.06,0.33,0.57,8.18,3.23,21.96,
8.6,1902.07,0.33,0.58,8.18,3.24,22.39,
8.87,1933.05,0.48,0.42,12.6,3.25,11.25,
5.06,1898.06,0.19,0.33,6.76,3.25,19.54,
8.83,1902.08,0.33,0.59,8.09,3.25,23.17,
6.89,1933.04,0.48,0.42,12.6,3.26,8.72,
8.85,1902.09,0.33,0.6,8.18,3.26,22.86,
4.87,1898.05,0.19,0.33,7.23,3.27,17.6,
8.57,1902.1,0.33,0.61,8.75,3.27,20.6,
6.23,1933.03,0.49,0.42,12.6,3.28,7.87,
8.24,1902.11,0.33,0.62,8.47,3.28,20.41,
6.25,1933.02,0.49,0.42,12.7,3.29,7.83,
902.41,2009.05,26.14,,213.856,3.29,15.87,
4.57,1898.04,0.19,0.32,6.76,3.29,17.71,
8.05,1902.12,0.33,0.63,8.56,3.29,19.63,
21.71,1930.01,0.97,1.56,17.1,3.29,22.31,
23.07,1930.02,0.97,1.5,17,3.29,23.7,
8.46,1903.01,0.33,0.62,8.66,3.3,20.32,
23.94,1930.03,0.97,1.45,16.9,3.3,24.59,
25.46,1930.04,0.97,1.4,17,3.3,25.84,
7.09,1933.01,0.5,0.41,12.9,3.31,8.73,
4.65,1898.03,0.19,0.32,6.76,3.31,18.04,
8.41,1903.02,0.33,0.61,8.66,3.31,20.11,
21.52,1930.06,0.98,1.29,16.8,3.31,21.87,
23.94,1930.05,0.97,1.34,16.9,3.31,24.31,
8.08,1903.03,0.34,0.61,8.37,3.32,19.88,
20.78,1930.09,0.98,1.13,16.6,3.32,21.07,
20.79,1930.08,0.98,1.18,16.5,3.32,21.3,
21.06,1930.07,0.98,1.24,16.6,3.32,21.55,
21.4,1929.12,0.97,1.61,17.2,3.32,22.01,
16.03,1927.08,0.74,1.15,17.2,3.33,16.86,
16.62,1930.11,0.98,1.02,16.4,3.33,16.94,
16.68,1927.1,0.76,1.13,17.4,3.33,17.54,
16.94,1927.09,0.75,1.14,17.3,3.33,17.82,
17.06,1927.11,0.76,1.12,17.3,3.33,18.13,
17.92,1930.1,0.98,1.08,16.5,3.33,18.21,
17.46,1927.12,0.77,1.11,17.3,3.33,18.65,
48.49,1956.08,1.83,3.51,27.3,3.33,18.67,
17.53,1928.01,0.78,1.13,17.3,3.33,18.81,
4.87,1898.02,0.18,0.32,6.76,3.33,18.92,
7.6,1903.05,0.34,0.59,8.18,3.33,18.95,
7.75,1903.04,0.34,0.6,8.37,3.33,18.98,
988,2003.06,16.17,34.55,183.7,3.33,24.83,
6.82,1932.12,0.5,0.41,13.1,3.34,8.26,
13.4,1927.01,0.7,1.23,17.5,3.34,13.19,
13.66,1927.02,0.7,1.22,17.4,3.34,13.63,
13.87,1927.03,0.71,1.21,17.3,3.34,14.03,
14.21,1927.04,0.72,1.2,17.3,3.34,14.49,
14.7,1927.05,0.72,1.19,17.4,3.34,15,
14.89,1927.06,0.73,1.18,17.6,3.34,15.12,
15.22,1927.07,0.74,1.16,17.3,3.34,15.82,
43.47,1957.02,1.73,3.4,27.7,3.34,15.84,
15.51,1930.12,0.98,0.97,16.1,3.34,16.06,
15.98,1931.01,0.97,0.94,15.9,3.34,16.71,
46.24,1956.1,1.81,3.44,27.5,3.34,17.42,
7.18,1903.06,0.34,0.58,8.18,3.34,17.82,
20.58,1929.11,0.96,1.59,17.3,3.34,21.17,
6.85,1903.07,0.34,0.57,8.18,3.35,16.92,
4.75,1897.12,0.18,0.31,6.66,3.35,18.75,
17.32,1928.02,0.78,1.16,17.1,3.35,18.87,
4.88,1898.01,0.18,0.31,6.66,3.35,19.25,
6.63,1903.08,0.34,0.56,8.18,3.36,16.3,
4.65,1897.11,0.18,0.3,6.66,3.36,18.36,
4.82,1897.1,0.18,0.29,6.66,3.36,19.03,
7.05,1932.11,0.53,0.43,13.2,3.37,8.46,
13.49,1926.12,0.69,1.24,17.7,3.37,13.01,
6.47,1903.09,0.35,0.56,8.28,3.37,15.65,
5.2,1886.01,0.24,0.28,7.99,3.37,16.69,
17.2,1931.02,0.95,0.91,15.7,3.37,18.16,
4.75,1897.08,0.18,0.28,6.57,3.37,19.01,
4.98,1897.09,0.18,0.29,6.76,3.37,19.37,
27.99,1929.1,0.95,1.57,17.3,3.37,28.96,
6.26,1903.1,0.35,0.55,8.18,3.38,15.25,
6.28,1903.11,0.35,0.54,8.09,3.38,15.41,
5.2,1885.12,0.24,0.27,8.18,3.38,16.3,
5.3,1886.02,0.24,0.28,7.99,3.38,17.01,
4.08,1897.05,0.18,0.25,6.28,3.38,17.05,
46.84,1956.09,1.84,3.46,27.4,3.38,17.84,
4.27,1897.06,0.18,0.26,6.28,3.38,17.85,
4.46,1897.07,0.18,0.27,6.28,3.38,18.65,
18.25,1928.03,0.79,1.18,17.1,3.38,19.94,
6.57,1903.12,0.35,0.53,8.09,3.39,16.04,
4.06,1897.04,0.18,0.24,6.37,3.39,16.7,
4.19,1897.03,0.18,0.24,6.47,3.39,16.96,
31.3,1929.09,0.94,1.55,17.3,3.39,32.56,
7.12,1932.1,0.55,0.44,13.3,3.4,8.48,
13.19,1926.11,0.68,1.24,17.7,3.4,12.62,
6.68,1904.01,0.35,0.53,8.28,3.4,15.86,
5.24,1885.11,0.25,0.27,7.99,3.4,16.82,
5.19,1886.03,0.24,0.29,7.9,3.4,16.84,
4.18,1897.02,0.18,0.23,6.47,3.4,16.89,
4.22,1897.01,0.18,0.22,6.47,3.4,17.03,
17.53,1931.03,0.94,0.88,15.6,3.4,18.58,
19.4,1928.04,0.8,1.2,17.1,3.4,21.26,
6.5,1904.02,0.34,0.52,8.47,3.41,15.02,
6.48,1904.03,0.34,0.52,8.37,3.41,15.08,
44.03,1957.03,1.73,3.4,27.8,3.41,15.9,
4.92,1885.1,0.25,0.28,7.9,3.41,15.99,
5.12,1886.04,0.23,0.29,7.8,3.41,16.8,
4.65,1885.09,0.26,0.28,7.9,3.42,15.12,
6.64,1904.04,0.34,0.52,8.28,3.42,15.57,
4.22,1896.12,0.18,0.21,6.66,3.42,16.5,
5.32,1889.12,0.22,0.3,7.8,3.42,16.61,
5.02,1886.05,0.23,0.3,7.61,3.42,16.86,
5.38,1890.01,0.22,0.3,7.61,3.42,17.22,
20,1928.05,0.8,1.22,17.2,3.42,21.83,
30.1,1929.08,0.93,1.53,17.3,3.42,31.48,
8.26,1932.09,0.58,0.46,13.4,3.43,9.76,
13.02,1926.1,0.68,1.24,17.6,3.43,12.43,
4.71,1885.08,0.26,0.28,7.99,3.43,15.13,
6.51,1904.06,0.33,0.51,8.09,3.43,15.47,
6.5,1904.05,0.33,0.51,8.09,3.43,15.53,
15.86,1931.04,0.93,0.85,15.5,3.43,16.87,
5.35,1889.11,0.22,0.3,7.71,3.43,16.91,
5.4,1889.1,0.22,0.29,7.71,3.43,17.05,
4.38,1896.11,0.18,0.21,6.66,3.43,17.09,
5.37,1889.08,0.22,0.29,7.61,3.43,17.13,
5.5,1889.09,0.22,0.29,7.71,3.43,17.35,
5.25,1886.06,0.23,0.3,7.52,3.43,17.83,
9.54,1905.12,0.33,0.67,8.47,3.43,19.58,
9.87,1906.01,0.34,0.68,8.47,3.43,20.13,
6.78,1904.07,0.33,0.51,8.09,3.44,16.04,
5.18,1889.04,0.23,0.27,7.8,3.44,16.05,
5.3,1889.07,0.22,0.28,7.61,3.44,16.89,
5.32,1889.05,0.23,0.28,7.61,3.44,16.92,
5.32,1890.02,0.22,0.3,7.61,3.44,17.03,
5.41,1889.06,0.23,0.28,7.61,3.44,17.22,
9.31,1905.11,0.33,0.66,8.37,3.44,19.44,
9.36,1905.1,0.33,0.64,8.28,3.44,19.9,
19.02,1928.06,0.81,1.25,17.1,3.44,20.91,
13.32,1926.09,0.67,1.24,17.5,3.45,12.69,
4.46,1885.07,0.27,0.29,7.99,3.45,14.33,
